"","meters.east","meters.north","Ash","Atlantic white cedar","Basswood","Beech","Birch","Cherry","Chestnut","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
"10285",1693000,334000,0.0075816,0.0002184,0.00107,0.0091396,0.0078556,0.0013824,0.04168,0.002398,0.0034196,9.72e-05,0.001524,0.1143344,0.00145,0.0522148,0.6011772,0.0655556,6.04e-05,1.16e-05,0.0023432,0.0144452,0.0473484,2.72e-05,0.0246656
"10286",1701000,334000,0.007036,0.0002144,0.0010716,0.0114372,0.007314,0.0021328,0.049512,0.0018932,0.002348,2.76e-05,0.0010488,0.1197572,0.0015928,0.0485888,0.601458,0.0660536,0.0002748,4.64e-05,0.0029388,0.014924,0.0366864,1.8e-05,0.0236256
"10287",1709000,334000,0.0097132,0.000608,0.0010068,0.0159676,0.0075012,0.0010312,0.049306,0.001432,0.0029228,0.0003948,0.0020528,0.1205584,0.0018128,0.0487544,0.5800484,0.0668452,0.000122,8.16e-05,0.0030284,0.0169236,0.04216,3.92e-05,0.0276896
"10288",1717000,334000,0.0077332,0.0003928,0.0009356,0.012744,0.0092488,0.0010804,0.0517984,0.0017804,0.0025284,0.0003812,0.0016152,0.11306,0.0015384,0.05036,0.5678936,0.0940588,0.0003048,4.84e-05,0.00257,0.0191644,0.038636,6e-05,0.0220672
"10289",1725000,334000,0.0077324,0.0001492,0.000842,0.0102296,0.0082572,0.0011468,0.048824,0.0007872,0.0033308,2.92e-05,0.00114,0.1089528,0.0019872,0.0535128,0.5657776,0.1096288,0.0001932,4e-05,0.0025744,0.0191348,0.0366316,2.2e-05,0.0190764
"10290",1733000,334000,0.0079372,0.0007524,0.0009856,0.011988,0.008532,0.0010932,0.0520744,0.0003704,0.003262,0.0003344,0.0025636,0.1008384,0.001244,0.0469524,0.5743676,0.1068356,6.8e-05,1.6e-05,0.0030144,0.02191,0.0329452,2.6e-05,0.0218892
"10291",1741000,334000,0.0079976,0.0009636,0.0009308,0.0112156,0.0105312,0.001192,0.0394936,0.0006492,0.0022936,5.36e-05,0.0009812,0.10335,0.00133,0.051684,0.546948,0.1427516,0.000134,0.0001028,0.0023448,0.0220072,0.0280744,5.6e-06,0.0249656
"10580",1685000,342000,0.0075048,0.0001112,0.001192,0.0100012,0.0083104,0.0010184,0.0395128,0.002056,0.0023116,8.44e-05,0.001264,0.1126432,0.0012624,0.049606,0.621956,0.0439844,7.4e-05,3.96e-05,0.0026616,0.0159736,0.0524528,6.88e-05,0.0259108
"10581",1693000,342000,0.0081056,0.0003564,0.0011096,0.009626,0.008676,0.0012868,0.0403516,0.001822,0.0023476,7.72e-05,0.0013352,0.1207368,0.001154,0.047716,0.6172532,0.0511916,5.84e-05,1.64e-05,0.0029408,0.0131568,0.0424704,3.2e-05,0.0281796
"10582",1701000,342000,0.008096,0.0003028,0.0010368,0.0097832,0.008558,0.0010096,0.0434152,0.002436,0.002646,0.0003404,0.0021324,0.0988752,0.0012332,0.0523144,0.6266112,0.0582844,0.0001628,2.28e-05,0.0027576,0.0149784,0.0392328,1.84e-05,0.0257524
"10583",1709000,342000,0.0070432,0.0003776,0.0010332,0.0131532,0.0074928,0.0011688,0.037524,0.0018556,0.0025512,0.0006948,0.0013944,0.1188716,0.00146,0.0493772,0.605858,0.069314,0.0001416,4.36e-05,0.0021072,0.015332,0.0374712,0.0001188,0.025616
"10584",1717000,342000,0.007762,0.0014632,0.0010116,0.0111692,0.0079356,0.001198,0.041672,0.0016424,0.0024684,0.0001852,0.0013548,0.1090052,0.001508,0.0528656,0.5853768,0.087108,0.0001796,7.8e-05,0.0026584,0.0195668,0.0408632,2.48e-05,0.0229032
"10585",1725000,342000,0.0060288,0.0002508,0.000778,0.009176,0.0073408,0.0014364,0.0436068,0.0010396,0.0022436,0.0004052,0.0009448,0.0976868,0.0016464,0.0480616,0.5839016,0.1122256,0.0001568,0.0001484,0.0014932,0.019498,0.0397884,5.6e-05,0.0220864
"10586",1733000,342000,0.0076464,0.000446,0.000946,0.0090872,0.0097656,0.0021032,0.04745,0.0006696,0.0020012,9.48e-05,0.0009408,0.09492,0.0015132,0.0501184,0.5768732,0.1175852,0.0001748,3.4e-05,0.0018932,0.0190408,0.0335008,0.0001052,0.0230904
"10587",1741000,342000,0.0070812,0.0001776,0.001074,0.0102916,0.0082484,0.0010932,0.0395924,0.000748,0.0021364,3e-04,0.001288,0.0976592,0.0010808,0.0492804,0.58833,0.1213052,0.0004916,0.00015,0.0019184,0.0203336,0.0272908,3.6e-05,0.0200932
"10875",1677000,350000,0.00689,0.000636,0.0010396,0.0105024,0.0086488,0.000744,0.0337108,0.0024804,0.00194,1.2e-05,0.0009636,0.1109388,0.0010548,0.0513236,0.6417676,0.0283416,3.48e-05,0.0002408,0.0032536,0.0124776,0.0548036,0.0001028,0.0280928
"10876",1685000,350000,0.0064768,0.0002492,0.0008624,0.0095204,0.009472,0.0008324,0.0355404,0.00219,0.0017772,1.6e-05,0.001402,0.1067936,0.0009184,0.0469796,0.640228,0.0424704,5.04e-05,0.0005712,0.0030876,0.012484,0.0509076,5.24e-05,0.027118
"10877",1693000,350000,0.007304,0.0002572,0.0008276,0.0113192,0.008354,0.0013524,0.0445392,0.0021148,0.0018464,0.0001636,0.0011984,0.1117396,0.0009096,0.0515444,0.6242136,0.0451272,9.96e-05,0.0002024,0.0021576,0.0124748,0.0434292,8.92e-05,0.028736
"10878",1701000,350000,0.0078176,0.0004328,0.0008544,0.0108788,0.0089132,0.0014512,0.0485676,0.001598,0.0025668,0.0001096,0.0021984,0.1060976,0.001436,0.05166,0.617864,0.0519216,9.24e-05,0.0001732,0.0028376,0.0180968,0.0369056,3.6e-05,0.0274908
"10879",1709000,350000,0.008974,0.0005496,0.000984,0.0114444,0.011428,0.0015612,0.0487936,0.00239,0.0028628,0.0001452,0.0018904,0.1267124,0.00184,0.057592,0.5721504,0.0617792,0.0001908,3.32e-05,0.0025944,0.0210448,0.0385852,3.32e-05,0.0264212
"10880",1717000,350000,0.0072648,0.0004784,0.0010444,0.0111972,0.0076076,0.0010676,0.0478812,0.0019388,0.0037284,3.88e-05,0.001386,0.1157512,0.0012216,0.0530152,0.5758392,0.0822128,0.0002136,5.08e-05,0.0024588,0.0197588,0.0405564,3.04e-05,0.025258
"10881",1725000,350000,0.0075784,0.0004808,0.0010884,0.012262,0.0089208,0.0013948,0.0424912,0.0008512,0.0025088,7.04e-05,0.0017848,0.1088588,0.0014068,0.0556268,0.5545116,0.1161868,0.0003272,8.92e-05,0.0022792,0.0226188,0.0386204,6.92e-05,0.0199736
"10882",1733000,350000,0.0076752,0.0006576,0.000856,0.0097728,0.0093472,0.0012988,0.0484828,0.0007864,0.0025636,3.8e-05,0.0010992,0.0973512,0.0016432,0.0524528,0.5755312,0.112514,0.000814,3.84e-05,0.002298,0.0203488,0.0316928,0.0001056,0.0226324
"10883",1741000,350000,0.0075384,0.000424,0.0006648,0.0095748,0.0084712,0.0012536,0.0408104,0.000732,0.0026116,0.0001872,0.0012996,0.105692,0.0013536,0.0473112,0.5687,0.1349828,0.0001916,4.48e-05,0.002298,0.0183832,0.0292256,8.32e-05,0.0181664
"10884",1749000,350000,0.0080924,0.000974,0.0009548,0.0098872,0.0090448,0.0014768,0.0408024,0.0009648,0.0026172,0.0002288,0.00096,0.112552,0.0018348,0.0511352,0.5398672,0.1437124,0.0005632,5.2e-05,0.0017772,0.0227592,0.0345972,0.0002548,0.0148916
"11116",1237000,358000,0.0312584,6.4e-06,0.007418,0.040168,0.0010404,0.0034228,0.0104776,0.0421716,0.0150724,1.36e-05,0.0005792,0.086046,0.0134512,0.1615888,0.4657556,0.0006836,2e-07,4.24e-05,0.0157868,0.0212184,0.044474,6.8e-06,0.039318
"11117",1245000,358000,0.0256896,9.2e-06,0.00783,0.034944,0.0015536,0.0064568,0.014616,0.0926216,0.0125768,1.08e-05,0.000414,0.1210484,0.0290244,0.1308128,0.3817404,0.0007232,4.24e-05,2.6e-05,0.022542,0.0289772,0.0380996,4.6e-05,0.0501952
"11118",1253000,358000,0.0196216,6.4e-06,0.0070272,0.023402,0.0016756,0.0088028,0.0170252,0.1168168,0.011064,2.84e-05,0.0004636,0.1158896,0.0257892,0.095648,0.4374028,0.0009584,1.52e-05,9.16e-05,0.0213404,0.031052,0.0240224,1.32e-05,0.0418436
"11119",1261000,358000,0.0210232,4.4e-06,0.0071704,0.045554,0.0020656,0.006574,0.026768,0.080826,0.0140428,6.8e-06,0.0012636,0.120312,0.0192852,0.0870016,0.4413328,0.0023188,8e-06,2.6e-05,0.0192504,0.0376724,0.0305224,2.52e-05,0.0369464
"11120",1269000,358000,0.0229224,5.2e-06,0.0066356,0.05048,0.0034356,0.0064156,0.0327656,0.076186,0.0141256,4.4e-06,0.0009044,0.1137652,0.0157744,0.0754288,0.4579,0.0022432,5.6e-06,5.16e-05,0.0195176,0.0407372,0.0310156,1.76e-05,0.0296628
"11121",1277000,358000,0.022064,6e-06,0.0070348,0.048064,0.0044024,0.005794,0.0541148,0.06417,0.0139244,4e-07,0.0009684,0.1110336,0.0117976,0.0706828,0.4671688,0.0021836,1.6e-06,2.44e-05,0.0172684,0.0444976,0.0286316,3.56e-05,0.0261312
"11122",1285000,358000,0.0266628,1.88e-05,0.0072972,0.0529308,0.0070724,0.0027048,0.0542252,0.0749032,0.0151824,4.4e-06,0.0006076,0.1307112,0.0113796,0.0635508,0.4391188,0.0010284,4e-06,1.4e-05,0.0155476,0.0614052,0.0149736,2.32e-05,0.020634
"11123",1293000,358000,0.0246684,2.4e-05,0.00571,0.0383412,0.0088528,0.0018984,0.0536636,0.0511196,0.0128692,4.8e-06,0.0004384,0.1172612,0.0083676,0.05247,0.5190716,0.0004692,2e-07,4.8e-06,0.0096528,0.0675468,0.0106732,2.16e-05,0.0168708
"11124",1301000,358000,0.0136468,4.04e-05,0.0034244,0.01684,0.0098308,0.0031632,0.1038932,0.0288156,0.0055648,2e-05,0.0005188,0.0433936,0.00744,0.05279,0.619972,0.001032,8e-07,6e-06,0.0056604,0.052872,0.0152812,1.72e-05,0.0157768
"11125",1309000,358000,0.0062364,1.2e-06,0.0021588,0.0056136,0.0110168,0.0053052,0.1336624,0.0117268,0.002086,4e-06,0.00057,0.0160356,0.0054864,0.048564,0.6787788,0.0044384,4e-07,3.2e-05,0.0022132,0.031356,0.023812,8e-06,0.010894
"11126",1317000,358000,0.0055404,1.32e-05,0.002544,0.0068696,0.0122744,0.004082,0.1530716,0.0135276,0.0018532,1.4e-05,0.0008312,0.017566,0.0047776,0.0494396,0.6611612,0.0049328,8e-07,6e-06,0.001666,0.0291936,0.0172412,4e-06,0.01339
"11127",1325000,358000,0.0073672,8e-07,0.0037004,0.0229816,0.0121764,0.0014488,0.1519664,0.0253488,0.0029304,4e-06,0.0012604,0.04564,0.0022848,0.040464,0.6119556,0.001944,4e-07,3.2e-06,0.0026608,0.037908,0.0097684,1.68e-05,0.0181688
"11170",1669000,358000,0.0061264,0.0002268,0.0009204,0.0083948,0.0066852,0.0010648,0.0193564,0.0013792,0.0018284,8.44e-05,0.0014532,0.102426,0.001156,0.048714,0.7031012,0.0148212,0.000126,1.56e-05,0.0030448,0.0060712,0.0478908,7.6e-06,0.0251056
"11171",1677000,358000,0.007154,0.0001064,0.0009804,0.0095884,0.007666,0.0006464,0.03196,0.0016956,0.0020532,1.08e-05,0.0017324,0.1138912,0.0013112,0.0484696,0.6581716,0.0243608,3e-05,8.92e-05,0.003076,0.0110644,0.0507916,1.08e-05,0.02514
"11172",1685000,358000,0.0071136,0.0005984,0.0011504,0.0082084,0.0083776,0.000702,0.0452524,0.0023948,0.0014468,1.44e-05,0.0012928,0.1105104,0.0009508,0.0455576,0.6491076,0.029464,2.56e-05,2.8e-06,0.0029776,0.0119444,0.0521372,1e-05,0.0207604
"11173",1693000,358000,0.0068428,0.0001208,0.0009412,0.0110688,0.0077108,0.0016136,0.0392472,0.0018536,0.0026644,3.04e-05,0.0018644,0.1143348,0.0009332,0.0488796,0.6382644,0.0396912,2.96e-05,4.2e-05,0.0020704,0.0151452,0.0422348,2.32e-05,0.0243936
"11174",1701000,358000,0.0075696,0.0003004,0.0008908,0.0121812,0.0102252,0.0009276,0.0373484,0.0017664,0.002698,7.2e-06,0.0029344,0.1115748,0.0013572,0.05507,0.6144872,0.04367,0.0001728,6.6e-05,0.0021684,0.0204892,0.0459288,2.28e-05,0.0281436
"11175",1709000,358000,0.00636,0.0002848,0.0011724,0.0110248,0.0089416,0.0009856,0.0427008,0.001696,0.0028124,8.08e-05,0.0018648,0.1074788,0.0009072,0.0601016,0.6001904,0.0613416,0.0002472,0.0003632,0.002522,0.0183664,0.042714,1.96e-05,0.027824
"11176",1717000,358000,0.0078948,0.0004408,0.00114,0.0144396,0.0089132,0.0011028,0.0447472,0.0014212,0.0034188,0.0001976,0.0020932,0.1085048,0.0010188,0.0557064,0.5774212,0.0822256,0.0009544,0.0003572,0.0021668,0.02017,0.0438688,3.52e-05,0.0217616
"11177",1725000,358000,0.0076084,0.0003208,0.001336,0.0094272,0.0089756,0.0011004,0.0428792,0.0016204,0.0027704,8.6e-05,0.0012636,0.1071984,0.0010176,0.0581352,0.5578108,0.1142724,0.0003028,2.44e-05,0.0019368,0.0197612,0.040272,0.000258,0.0216224
"11178",1733000,358000,0.0073792,0.0004972,0.0009504,0.0118832,0.0081228,0.0008968,0.0431212,0.0007604,0.0027856,5.48e-05,0.0015448,0.1068996,0.0008108,0.0505376,0.5557592,0.128762,0.0004648,7.28e-05,0.0025976,0.0218144,0.0362048,2.8e-05,0.018052
"11179",1741000,358000,0.0070476,0.0001908,0.0006084,0.0126296,0.0077856,0.0006536,0.0308672,0.000416,0.0022428,9.8e-05,0.0006208,0.1063412,0.0011832,0.0508596,0.5704276,0.1373208,0.0012348,3.16e-05,0.002158,0.0223248,0.0286192,1.84e-05,0.0163204
"11180",1749000,358000,0.0083104,0.0001828,0.0009168,0.0067372,0.00758,0.0009812,0.0394564,0.0010376,0.0017152,0.000234,0.0004836,0.1068592,0.00172,0.0539428,0.5513612,0.1475332,0.000886,2.04e-05,0.001412,0.0249508,0.0304892,4.32e-05,0.0131468
"11181",1757000,358000,0.0074144,0.0008748,0.0010836,0.009136,0.008386,0.0008448,0.0404284,0.0007404,0.00252,5.68e-05,0.0014952,0.1107928,0.0015468,0.0567764,0.5109284,0.1655416,0.001926,1.96e-05,0.0014724,0.029486,0.0295724,8e-05,0.0188772
"11412",1237000,366000,0.0322792,4.4e-06,0.008292,0.0322612,0.0009152,0.003198,0.008624,0.0499388,0.010766,1.72e-05,0.0003852,0.1055292,0.0153888,0.1548384,0.4546708,0.0004632,2.8e-06,1.8e-05,0.0160704,0.0163504,0.0487544,2.48e-05,0.0412076
"11413",1245000,366000,0.0231772,3.6e-06,0.0082264,0.0259632,0.0010488,0.0057556,0.0115024,0.1143208,0.0092772,2.92e-05,0.0005168,0.1289036,0.0341384,0.1212316,0.3787592,0.000442,3.2e-06,5.92e-05,0.0211356,0.0231416,0.040068,3.52e-05,0.0522612
"11414",1253000,366000,0.0201484,7.2e-06,0.0076764,0.0273464,0.0015924,0.0079108,0.0157904,0.1083916,0.0109652,1.44e-05,0.0005424,0.1254604,0.0281872,0.0883152,0.4386232,0.0004612,4.4e-06,3.32e-05,0.0247048,0.0308972,0.0253688,3.76e-05,0.0375212
"11415",1261000,366000,0.0214944,2.4e-05,0.0073276,0.0380428,0.0019344,0.0081816,0.0256164,0.0876964,0.0130556,1.68e-05,0.000734,0.1194936,0.020968,0.0785704,0.459976,0.0021156,4e-07,4e-05,0.0212992,0.0334576,0.0287212,4.04e-05,0.0311936
"11416",1269000,366000,0.022518,2e-06,0.0069308,0.0434672,0.0025172,0.0073428,0.0330288,0.0805116,0.0150508,1.44e-05,9e-04,0.1265368,0.0175724,0.0732416,0.4622476,0.0016232,2.8e-06,2.16e-05,0.0195468,0.035878,0.0246708,1.88e-05,0.026356
"11417",1277000,366000,0.0247076,8.4e-06,0.0074864,0.0467052,0.0040928,0.0055628,0.0470124,0.0758172,0.0141972,0.0001556,0.0011244,0.1284996,0.0155948,0.0781428,0.4207932,0.0027848,1.2e-06,2.8e-05,0.0180288,0.0530808,0.0323232,4.6e-05,0.0238068
"11418",1285000,366000,0.025876,1.16e-05,0.008388,0.0531,0.0071124,0.0045472,0.0550972,0.0722764,0.0146616,1.04e-05,0.0007804,0.1305792,0.0130576,0.070664,0.412624,0.0012216,2e-06,5.24e-05,0.017602,0.0685488,0.0190792,3.4e-05,0.024674
"11419",1293000,366000,0.0216332,6e-06,0.0060508,0.0469992,0.0088652,0.0038056,0.0793308,0.0514856,0.0107488,3.24e-05,0.0007356,0.099464,0.0096976,0.0606632,0.4968544,0.001,4e-07,1.88e-05,0.0122084,0.0521384,0.0173164,1.16e-05,0.0209336
"11420",1301000,366000,0.0124348,2.76e-05,0.0043688,0.0159704,0.0109132,0.0061576,0.1176736,0.0291344,0.0067772,9.76e-05,0.0010956,0.047224,0.0066952,0.0593644,0.58008,0.0044876,1.6e-06,5.2e-06,0.0065352,0.0443768,0.026234,1.92e-05,0.020326
"11421",1309000,366000,0.0054088,2e-07,0.002112,0.0037156,0.0104708,0.0051728,0.120328,0.0100296,0.0016792,2.4e-06,0.0005936,0.0119272,0.0042564,0.0492656,0.7123592,0.0039032,2e-07,1.2e-06,0.0018968,0.0238992,0.0211408,5.6e-06,0.011832
"11422",1317000,366000,0.0049364,1.6e-06,0.0023864,0.0044312,0.0129196,0.0041596,0.1453576,0.0135952,0.0015344,2e-06,0.0009048,0.0125132,0.0032208,0.0533592,0.6705444,0.0039532,4e-07,4.8e-06,0.001678,0.0275236,0.0220084,7.2e-06,0.014958
"11423",1325000,366000,0.0059644,6e-06,0.0041604,0.0158632,0.0129652,0.00104,0.1329284,0.0287224,0.0025128,6.4e-06,0.001118,0.039042,0.0015296,0.040982,0.646478,0.001248,2e-07,6e-06,0.0025632,0.0331296,0.008948,1.6e-06,0.0207848
"11424",1333000,366000,0.0129516,4e-07,0.0121328,0.0286208,0.0284676,0.0021432,0.1706016,0.0185036,0.0069156,1.88e-05,0.0028084,0.0815864,0.0030824,0.056462,0.4619896,0.0013124,1.6e-06,1.28e-05,0.0102248,0.0548348,0.0073068,1.52e-05,0.0400068
"11425",1341000,366000,0.0175324,8e-07,0.021556,0.0131964,0.051438,0.00231,0.1562664,0.0206824,0.004612,1.44e-05,0.0185476,0.0440868,0.0064404,0.0680232,0.4481192,0.0029512,2.8e-06,9.2e-06,0.0107944,0.0468588,0.007088,1e-05,0.0594596
"11426",1349000,366000,0.0147684,1.6e-06,0.0173372,0.0139912,0.044732,0.0038416,0.1333808,0.0195952,0.0066216,1.68e-05,0.0459296,0.0529996,0.0138448,0.107664,0.4392776,0.0137632,2.8e-06,9.2e-06,0.0070056,0.0558624,0.0027056,1.56e-05,0.0066336
"11427",1357000,366000,0.018886,1.6e-06,0.0155532,0.0145612,0.0328664,0.0180612,0.0949448,0.0111232,0.0140056,1.4e-05,0.0297276,0.1055624,0.0303148,0.174072,0.3417448,0.02079,1.2e-06,4.12e-05,0.009184,0.0645228,0.001474,1.4e-05,0.002534
"11428",1365000,366000,0.0096744,2.4e-06,0.0066612,0.0494672,0.0119292,0.0151484,0.1565144,0.0099232,0.0035092,8e-07,0.0968884,0.0302272,0.0311092,0.1644072,0.2504304,0.0898496,2.4e-06,5.52e-05,0.0038356,0.0669176,0.0016784,1.04e-05,0.001758
"11429",1373000,366000,0.0055008,4e-07,0.0040292,0.070714,0.0085396,0.004388,0.2087632,0.0229324,0.0013776,1.16e-05,0.0710268,0.0207804,0.0174648,0.1592084,0.2647032,0.0993132,2e-07,3.68e-05,0.001168,0.0346248,0.0028956,7.2e-06,0.002514
"11430",1381000,366000,0.0036136,1.2e-06,0.0034456,0.0042172,0.0111564,0.0013936,0.0465204,0.019458,0.0009348,3.2e-06,0.0110256,0.0662576,0.0072384,0.0659988,0.6274324,0.1008152,4e-07,4.68e-05,0.0006724,0.0116748,0.0151084,2.4e-06,0.0029828
"11431",1389000,366000,0.0033456,7.6e-06,0.0036024,0.0079528,0.0093812,0.0016192,0.0387684,0.0208608,0.0012656,2.8e-06,0.0105244,0.0548828,0.00709,0.0464268,0.6102732,0.1425776,4e-07,1.48e-05,0.0008268,0.017606,0.0200904,2.4e-06,0.002878
"11432",1397000,366000,0.0028556,3.24e-05,0.0032792,0.0031612,0.0053268,0.0008684,0.0172368,0.0127244,0.002026,2.8e-06,0.0071412,0.072006,0.0070384,0.040098,0.5722384,0.2109228,1.32e-05,4.4e-06,0.0007212,0.0153844,0.024592,8e-07,0.0023256
"11433",1405000,366000,0.0019232,1.2e-05,0.00215,0.0027024,0.0032304,0.0005712,0.0196196,0.00904,0.0014904,5.6e-06,0.0039896,0.073818,0.0039732,0.02859,0.5683048,0.2418224,2e-07,4.8e-06,0.0005584,0.0108812,0.0251892,2.8e-06,0.0021208
"11434",1413000,366000,0.0017144,1.84e-05,0.0017284,0.0025624,0.0026832,0.0004352,0.0476908,0.0067316,0.0009944,3.6e-06,0.0019632,0.0646956,0.0021984,0.0224272,0.5477812,0.2564656,1.2e-06,1.92e-05,0.000626,0.010878,0.0239884,1.2e-06,0.0043924
"11435",1421000,366000,0.001164,2.4e-06,0.0007456,0.0006568,0.0015144,0.000326,0.0507564,0.0022492,0.0004976,4e-07,0.0007868,0.0579656,0.000948,0.011532,0.5669428,0.2776568,4e-07,8e-07,0.0003724,0.0061328,0.01417,5.6e-06,0.0055732
"11436",1429000,366000,0.0012208,2e-07,0.0010212,0.000898,0.0020704,0.000454,0.07804,0.0024884,0.0007304,1.04e-05,0.0007228,0.0690232,0.0008424,0.0115872,0.5296672,0.2692236,2e-07,2.8e-06,0.0005996,0.0068628,0.0172364,4.8e-06,0.0072936
"11437",1437000,366000,0.0020076,1.6e-06,0.0014232,0.0018856,0.0032604,0.0005192,0.0969128,0.0056696,0.0011716,1.6e-06,0.0013912,0.0798268,0.00144,0.0187404,0.500386,0.2423472,2e-07,3.36e-05,0.0009144,0.0112328,0.0223048,6.4e-06,0.0085232
"11438",1445000,366000,0.0021508,2.4e-06,0.0012688,0.0025312,0.0037628,0.00063,0.1077436,0.0057448,0.0013184,1.64e-05,0.0010764,0.0844212,0.0015496,0.019816,0.4631072,0.2646616,2e-06,3.6e-06,0.0015752,0.0099084,0.020506,3.68e-05,0.0081668
"11439",1453000,366000,0.0022908,1.64e-05,0.0013644,0.0024032,0.0047192,0.0008096,0.1154912,0.0052416,0.0014364,8e-07,0.001714,0.0824292,0.0017712,0.0177564,0.4511444,0.267508,1.08e-05,3.6e-06,0.0010972,0.0111816,0.0225196,6.4e-06,0.009084
"11440",1461000,366000,0.0034252,1.88e-05,0.0011748,0.0019668,0.0067816,0.0007948,0.1411568,0.0062152,0.0016924,1.36e-05,0.0007852,0.0844196,0.0019324,0.022026,0.4365252,0.2457504,1.2e-06,2e-06,0.0014904,0.012424,0.0206404,4.4e-06,0.0107588
"11466",1669000,366000,0.0054496,6.48e-05,0.000748,0.008062,0.00472,0.0009172,0.01825,0.0015936,0.0014952,1e-05,0.0008128,0.0824708,0.0007068,0.0473032,0.723008,0.010828,9.72e-05,8.4e-06,0.0031636,0.0062516,0.0544648,1.16e-05,0.0295628
"11467",1677000,366000,0.0066388,0.0002584,0.0006728,0.006626,0.0064476,0.0007852,0.0320568,0.0022196,0.0018232,8e-06,0.0013472,0.107232,0.001052,0.0487468,0.683168,0.0146256,2.72e-05,2.16e-05,0.0023016,0.0097328,0.0493968,2.24e-05,0.0247896
"11468",1685000,366000,0.0075136,8.68e-05,0.0007932,0.0111924,0.0071728,0.0007544,0.0348788,0.0017284,0.0016408,2.08e-05,0.00066,0.1046236,0.001242,0.0478748,0.6769608,0.0191436,3.64e-05,2.84e-05,0.002002,0.0100552,0.0471444,2.64e-05,0.0244204
"11469",1693000,366000,0.0064288,0.0001464,0.0007904,0.0106608,0.0089576,0.000824,0.0421956,0.00165,0.0019204,2.16e-05,0.0006904,0.1087536,0.0011204,0.0473924,0.6510412,0.0364888,4.64e-05,2.88e-05,0.00249,0.0145468,0.0434296,2.28e-05,0.0203532
"11470",1701000,366000,0.0081748,0.0003144,0.0008892,0.0101528,0.0093396,0.0007344,0.04501,0.001048,0.0019172,2.4e-05,0.0015932,0.1125488,0.0015292,0.0553544,0.6099684,0.0494552,0.0001348,5.2e-06,0.0031216,0.0205436,0.0408876,1.2e-05,0.0272416
"11471",1709000,366000,0.006998,9.88e-05,0.0009612,0.012882,0.0096708,0.000814,0.0420196,0.0021804,0.0029192,2.32e-05,0.001258,0.1217988,0.001538,0.057426,0.5797972,0.066178,0.0001476,0.0001848,0.003712,0.021314,0.0423248,1.12e-05,0.0257424
"11472",1717000,366000,0.0078372,0.000244,0.001094,0.0133232,0.0079748,0.0008156,0.0424428,0.0014396,0.0027568,7.48e-05,0.0014376,0.105782,0.0012828,0.0514884,0.5817588,0.081504,0.000332,8e-06,0.0025964,0.0254092,0.04144,5.76e-05,0.0289004
"11473",1725000,366000,0.0089532,0.0002952,0.0011336,0.0095676,0.0084824,0.0013796,0.0437648,0.0008572,0.0029192,5.28e-05,0.0012392,0.1001244,0.0010348,0.054794,0.5694672,0.1049136,0.000132,2.44e-05,0.002722,0.0255032,0.042254,5.72e-05,0.0203284
"11474",1733000,366000,0.0069164,0.0001804,0.0011596,0.011806,0.00948,0.0010716,0.0363988,0.0011136,0.0034336,0.000128,0.0012416,0.1138828,0.001062,0.0539724,0.5483664,0.1296832,0.000956,2.92e-05,0.0018992,0.0256156,0.0322828,2.2e-05,0.0192988
"11475",1741000,366000,0.0071664,0.000538,0.0008796,0.0104716,0.0087024,0.0009756,0.0410308,0.0008572,0.002082,5.44e-05,0.0009388,0.1145272,0.00124,0.0545412,0.5270384,0.1564044,0.0002684,0.0002348,0.0018488,0.0235844,0.0304996,0.0001028,0.0160132
"11476",1749000,366000,0.0065684,0.0002828,0.0008256,0.00755,0.0069944,0.000962,0.04318,0.0005944,0.0018112,6.8e-06,0.0008996,0.119452,0.0012312,0.0481996,0.5271792,0.1671396,0.002204,0.0001452,0.0023228,0.0257012,0.0223708,2.04e-05,0.0143588
"11477",1757000,366000,0.0076196,0.0006696,0.000934,0.0070924,0.0073188,0.000498,0.0437996,0.0013916,0.0022476,4.08e-05,0.0009864,0.119896,0.0010244,0.0512776,0.5015436,0.174012,0.0004728,4.08e-05,0.002682,0.0328696,0.0240008,4.4e-05,0.019538
"11708",1237000,374000,0.0197116,6.8e-06,0.0057984,0.013392,0.000394,0.0021672,0.0041432,0.0446608,0.004732,6.4e-06,0.0002388,0.0817512,0.010378,0.0990412,0.629068,0.000144,6.8e-06,2e-06,0.012236,0.0078052,0.0289772,4e-06,0.0353352
"11709",1245000,374000,0.0180732,7.6e-06,0.0060212,0.0135448,0.0005508,0.0032548,0.0065592,0.0791724,0.0055576,1.68e-05,0.0002572,0.1031804,0.015418,0.0917596,0.5609564,0.0002368,2e-07,1.12e-05,0.014146,0.0109108,0.0301916,1.2e-05,0.0401616
"11710",1253000,374000,0.0208432,9.2e-06,0.0074416,0.024188,0.0009676,0.008888,0.0167708,0.0856536,0.010524,5.16e-05,0.0005996,0.1236872,0.0189516,0.0828156,0.4884432,0.0006932,1.6e-06,8.8e-05,0.019448,0.0256184,0.0327016,8.8e-06,0.0316056
